,name,id,genres
12593,Vígi Seaghdh,1fuodmtnFQEX05Pbf3rPBm,[]
12594,King & Potter,53AvglSHH5ISz9OCTe7qVG,['austrian pop']
12595,Dinner Party,6p70iKebfMSl8zbkiEwOtS,[]
12596,The Score,2q3GG88dVwuQPF4FmySr9I,"['modern alternative rock', 'pov: indie']"
12597,Rita Indiana,6xjy0XOCLNmstyCRTA8lIp,['deep latin alternative']
12598,Miniature Tigers,7xWU2A2lw1xf4zTjKhkrGK,['nyc indie rock']
12599,Interface vs. Nick Shifter,7E89M0eHp9cKiSRKVfAkvB,[]
12600,Surfer Girl,4MAUMND3QtgDADiMyBvgbS,"['reggae rock', 'west coast reggae']"
12601,Dove Tales,70Tk6S5pkOGDREV86Mn8Qf,[]
12602,Napoleon Solo,44knTuUG2QkzQyOVEMdTgb,['spanish indie pop']
12603,Josh Teed,0m5NlhNMYQc0gUmvmRmVUS,[]
12604,Vantage,6owH8F2INpb18PhnISiVh2,['future funk']
12605,SONIKKU,31iYRMOM5mUFDxPMMljOZ9,[]
12606,Drug Store Romeos,7MMjkDVrjxW9iObeZeeejh,['lo-fi indie']
12607,Ivan Ave,7BxJEL8I7OoAMGyPWn1cPS,['jazz rap']
12608,Il Divo,3KNZ9AOjBajjmr6ZR2VGfl,['operatic pop']
12609,Flwr Chyld,33luNNaeHIJ5KfjW56aleZ,"['alternative r&b', 'indie r&b']"
12610,Faceless 1-7,4G8pxxXC4de4hnFBVWLqgV,['dark trap']
12611,Bernhard Viktorin,1g6ITsTrJMsEYgr14zZvCZ,[]
12612,Baintermix,48HIMPIREcOkPAUQ3XcuSO,[]
12613,Aztec Flow,3kJyNB7PTi876rxh3YjfUW,[]
12614,Cary Brothers,21R50WhyQI5HxWOTr6MyY1,"['acoustic pop', 'la indie']"
12615,Jeanette,2Asr5Otk5aKK272pK4ocG2,[]
12616,oskalizator.,1AmdZtwAq8ZI8xuQyihK2f,[]
12617,Luke Elliot,7t6cXssTAtfc6F316tvLv7,[]
12618,Katori Walker,2ODTjg0iTHX1QxBeRNI6nT,"['cali rap', 'indie hip hop']"
12619,Charlie Parr,2OOAWkt15smEKXtNNLtaNG,"['alternative country', 'duluth indie', 'new americana', 'piedmont blues', 'progressive bluegrass', 'stomp and holler']"
12620,Wild Cub,5cTn7jRVGqTdmgMW75FIal,"['indie poptimism', 'shimmer pop']"
12621,Peppino Di Capri,4zg9VA3wNR2KFwpvPabqa4,['classic italian pop']
12622,Maria Rodés,2uCphK8yRHj9DHJmmE5Isf,['indie catala']
12623,I AM,7dQNPdkq99QGiUIMmRjqur,"['blackened deathcore', 'deathcore', 'metallic hardcore', 'texas death metal']"
12624,K CAMP,5bgfj5zUoWpyeVatGDjn6H,"['atl hip hop', 'melodic rap', 'southern hip hop', 'trap']"
12625,Terrace Martin,7MNEVabc4cs19CbzAFZmXz,"['alternative r&b', 'indie soul']"
12626,Haich Ber Na,5W4B7OYk43jiH6qLcZ66Qd,['multidisciplinary']
12627,Flintwick,6PCsET7hJAJ6QL0aU4o8OQ,[]
12628,Robin-Huws,1RcO4pGVPhNqj44hJL8bjA,[]
12629,Alkilados,2DP9xStkVVv753RBiEHXQB,"['colombian pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']"
12630,Cricmeister,7r4kTrtqm8eRGf4ZKwp13M,[]
12631,Nau Leone,4xf4u86Lsh1D8rIJxeuV7b,[]
12632,Hi I'm Ghost,7IyxUmBgkkV4jh7kHoip34,"['brostep', 'dubstep', 'gaming dubstep', 'riddim dubstep']"
12633,HAYLA,4yX6mpMyBGf9UfvBB8JJrc,[]
12634,Albin de la Simone,4VuZOySa9AIegZZzNIjPLC,"['french indie pop', 'nouvelle chanson francaise']"
12635,Conniption,4xiN0A2HjM6O8MFgvoGfoC,['wisconsin metal']
12636,morgen,6jadsn0j1QjrlJTMiaUJYF,[]
12637,John Grant,3TScZ6zJkavDy0tqoGqiCf,"['chamber pop', 'chamber psych']"
12638,Mother Nature,26ZWUilLv1qNvIdoBgq990,[]
12639,Shallou,7C3Cbtr2PkH2l4tOGhtCsk,"['electropop', 'indie electropop', 'vapor soul']"
12640,Unions,7MwboFnNvHagUzots37Pbm,[]
12641,Chavi Leons,2NpvOJUmcKkw4BEVsVbUcx,['bachata']
12642,DJ Mike Cruz,19Y67ZU9RB8bfWZsbfzBuW,"['tribal house', 'vocal house']"
12643,Viktor Vaughn,0wIb0PhwT3disoWykRhq6V,"['abstract hip hop', 'alternative hip hop']"
12644,Rich Bout-It,1USPEGnlnsKXNQn0kwzlYA,[]
12645,London Rose,5uZmDCdPGa3tZhCpDBLwYD,[]
12646,Jewel Kid,7eoJbho2ohpRTHDjZjkMTB,[]
12647,Olly Alexander (Years & Years),5vBSrE1xujD2FXYRarbAXc,"['dance pop', 'gauze pop', 'pop', 'pop dance', 'uk pop']"
12648,Max Walltine,1fjExu7rpJivThwzQp5fq5,[]
12649,DJ Counselling,4wtM4f9PYov4bMpCoG4Wac,[]
12650,Topic,0u6GtibW46tFX7koQ6uNJZ,"['german dance', 'pop dance', 'pop edm', 'uk dance']"
12651,Agus Zack,5lgGTdDt54gaRQqbbOsnwK,['deep big room']
12652,Zac Efron,6U1dBXJhC8gXFjamvFTmHg,"['hollywood', 'movie tunes', 'post-teen pop']"
12653,James Ingram,5bTTx0CRvZj1kRJwUsWWYo,['quiet storm']
12654,Smash Mouth,2iEvnFsWxR0Syqu2JNopAd,"['pop rock', 'post-grunge']"
12655,Smokie Norful,0sD8Amms4kSxs5tBV4CUmR,"['gospel', 'gospel r&b']"
12656,Lonely in the Rain,42KUul1wLmOdQCEYf3MweS,['new french touch']
12657,David Cutter Music,5yhFNHP0rMKAtz0fP7IArF,[]
12658,Chris Cornell,0XHiH53dHrvbwfjYM7en7I,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'post-grunge', 'rock']"
12659,Tom Howe,5784JqAJvI24V2Kr3xhoX6,['british soundtrack']
12660,Rigo Tovar,5fKc00Wh60ggl0QptZ2aBx,"['mexican rock-and-roll', 'musica tamaulipeca', 'norteno', 'ranchera', 'tropical']"
12661,Kyle Gordon,3LjnXZYlHbblbd8OZTtSip,[]
12662,Compay Segundo,2wpr4ILskkRzPBGodmbMs1,"['mambo', 'musica tradicional cubana', 'son cubano']"
12663,Hakan Aysev,48cI3r9zpRorKUKiepDyHk,[]
12664,LEVEL UP,1ZpDxqXS6HAvoZyCzQfKRb,[]
12665,Mams Taylor,3pYOfOfXRZ5HzYaIoOtDmq,[]
12666,Louyah,4FH6xGueB6CRmiEdtPnu41,['sad rap']
12667,DJ S.K.T,05z4P0nQO00HG5WeErugd0,"['deep groove house', 'house', 'uk dance']"
12668,Charles Infamous,74ugoTHn0Z9DHJjizxk7fp,[]
12669,Plastic Bertrand,1KeIof0zqga5ojkmOKg88P,['classic belgian pop']
12670,Sirena Miler,1Q2Q3t7INUQfyv0Z18ZD88,[]
12671,Haddaway,0Suv0tRrNrUlRzAy8aXjma,"['eurodance', 'europop']"
12672,smith.,1tsHUHMDK952zIrjWY7uiB,['downtempo bass']
12673,Julia Holter,0bsV0sUjnCuCTYOnNHQl3E,"['art pop', 'chamber pop', 'electra', 'experimental pop', 'la indie', 'spectra']"
12674,Billie Myers,2ZqXK2gIDbfE7aOvkNObPW,[]
12675,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,"['album rock', 'british invasion', 'classic rock', 'rock']"
12676,Elohim,6wKxOKEA3K6R2UZ3COLXEY,"['electropop', 'indie poptimism', 'la pop']"
12677,Shawn James,2HPYUQ6GsPbZHvkyYe2jdm,['midwest americana']
12678,Cedric Gervais,4Wjf8diP59VmPG7fi4y724,"['edm', 'electro house', 'pop dance', 'progressive electro house']"
12679,Sawyer Gibson,1vKu8P8aSZ1DLCS1uo1mHj,[]
12680,Good Old War,33szNKNcVX8x0jl8X7hxHL,"['folk-pop', 'stomp and holler']"
12681,Yung Bae,30FDJPN3RtwJZ20g5YGCRX,['future funk']
12682,Yuja,1twF90nutM06AshjgB8tnE,[]
12683,GoldLink,5XenQ7XfcvQdfIbpLEFaKQ,['alternative r&b']
12684,Wang Chung,6Zh3xrWlA0SA9Fsfj9AVwm,"['new romantic', 'new wave pop', 'synthpop']"
12685,JC Flow,3oEZmfeNIvGGbcWckn7TpM,[]
12686,Luke,6HWC3HweNpFwBU00BNVCCq,['miami bass']
12687,Young Taylor,1YYy5EEgeyFqkB0k0I1inJ,['trap beats']
12688,Diandra,1Pk1wOWlZbizyfAptxFHxg,"['finnish dance pop', 'finnish pop', 'iskelma']"
12689,Jaylon Ashaun,5dhseP7KiICmkxT5waM1Md,['chill r&b']
12690,Mads Langer,028xhPwqtWva4J0MkFHY2x,"['danish pop', 'danish pop rock']"
12691,Slushii,41rVuRHYAiH7ltBTHVR9We,"['brostep', 'edm', 'future bass', 'pop dance']"
12692,Gotts Street Park,2hwy5DELim1AxB1sHPqn4y,['british soul']
12693,Bob Sinclar,5YFS41yoX0YuFY39fq21oN,"['disco house', 'filter house']"
12694,Axel,2YBraYKAJ8ctXjXQOArd9b,[]
12695,Genevieve Vincent,5eUCWf6FlWs26E1QFMCAlD,[]
12696,Jimmy Eat World,3Ayl7mCk0nScecqOzvNp6s,"['alternative metal', 'alternative rock', 'emo', 'modern power pop', 'modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge', 'punk', 'rock']"
12697,Amanda Magalhães,5wQwhxkFXV3FVQcK8Jc0sO,[]
12698,Alfie Templeman,6QzMY3tnu0m56eKUnr4uCF,['modern alternative pop']
12699,Darren Hayes,0ihJnGEjNnbM6uuTn3RHMo,['australian pop']
12700,Lancey Foux,2LakckgvXEtJlKOYP6BO11,['rage rap']
12701,Kae Tempest,1YcprGtF13BYCZQK9jYPEw,"['alternative r&b', 'chamber psych', 'crank wave', 'lgbtq+ hip hop', 'slam poetry']"
12702,Mr. V,659qXyHaiMTKxFjBMMDpo8,"['chicago house', 'classic house', 'deep house', 'soulful house']"
12703,Joshua Jesse,5yq1Z6SbYZXzZGgI8ZYTXq,[]
12704,Eniah,07AutVRBzcfa2AIYsGSgLj,[]
12705,AXILON,2Fbj35JBk5X3NsMldWIb92,[]
12706,Shakey Graves,1fZpYWNWdL5Z3wrDtISFUH,"['austin americana', 'austindie', 'indie folk', 'new americana', 'seattle indie', 'stomp and holler']"
12707,North Mississippi Allstars,714osTgzZrkyf3SGjggpfY,"['jam band', 'modern blues', 'modern blues rock', 'southern rock']"
12708,Claire Adele Stevens,2GOA8rH8pEzIqPQDHKGfRB,[]
12709,Chillploy,2gfLgcNRvElNRbNZYleDAm,[]
12710,Hologram,2PPhHBy697OJbDKYAxmW6c,['relaxative']
12711,Jake Shimabukuro,69NjH5MsRLr0CX0zSlGmN3,['ukulele']
12712,Black Rob,1QPZhx0asYTBxD5RDqfU49,"['dirty south rap', 'hardcore hip hop', 'harlem hip hop']"
12713,Selwyn Birchwood,47HxYwXgJsfyQN08FpXfxD,"['modern blues', 'soul blues']"
12714,Limp Bizkit,165ZgPlLkK7bf5bDoFc6Sb,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']"
12715,Robbie.P,05mBT1DhSx1yfNmpU6XS1h,[]
12716,Rickie Lee Jones,0dYkMe3wK29DulSa0uR8Rq,"['folk', 'singer-songwriter']"
12717,Vardaan Arora,5W2Oohe20LNWXAqq5aOaP2,[]
12718,Rosenfeld,3p2pMpzDerhMR4w2xZyHWg,['dark r&b']
12719,Brandi Carlile,2sG4zTOLvjKG1PSoOyf5Ej,"['acoustic pop', 'ectofolk', 'folk', 'indie folk', 'lilith', 'modern folk rock', 'new americana']"
12720,Sonny Rollins Quintet,5dJDadRqAmqc06tD2KRSDO,[]
12721,Cooper Alan,0AtQAehoytV7j1r4O16dRb,['modern country pop']
12722,Nick The Lot,4rEgHenQTS1Q9svV9qIoYO,['uk dnb']
12723,Gaming EDM,4yntISpOhM1uGKbmvk2QGN,[]
12724,ISAAK,4EsPdQD7LDT8meZpX0MX4p,[]
12725,Memphis Slim,5JuPv0rJXe5aWNTgu8YVqZ,"['blues', 'electric blues', 'piano blues', 'traditional blues']"
12726,Kyle Watson,7LJSAfWhO7jhjnewy6pKyZ,"['bass house', 'fidget house', 'house', 'tech house']"
12727,Jello Biafra,1ddbFlSqbqp2vuJd5CuRcE,"['hardcore punk', 'punk']"
12728,Ziggy Marley & The Melody Makers,3Z2jmNAP2UaGa8lPpi54wD,"['reggae', 'roots reggae']"
12729,Le Ru,2Kgd8TvR0MGJ0NRFkGX0DJ,['kenyan alternative']
12730,Wun Two,69cjjIQEN8M6heOBT2SqZE,"['chillhop', 'focus beats', 'lo-fi beats']"
12731,Amparo Sandino,3oegWGTjRuLbcou3oSUZ3C,[]
12732,Kweku Collins,2SPt3i9sJKS1qiMQQQr9LS,[]
12733,Lou Val,6u3PN3PCsWLGsw1OffKQ2F,['canadian contemporary r&b']
12734,Omnia,7ikKGcBhwFXZ2JeT1MjgWy,[]
12735,Doris Day,3ESG6pj6a0LvUKklENalT6,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']"
12736,Lovers&Killers,1WyByM1DvxIDtjvamYDzhn,[]
12737,Marual,6c52M0TAlDA7Cp2hoiYjZs,['tearout']
12738,Pop Club,0CfWqoscYrJ4jBg1ZoC5S8,[]
12739,Lenny Kuhr,42SCqZAVnFo3ocAyO0tDTj,"['nederpop', 'vintage dutch pop']"
12740,Danny P,1VXEjgYHxCIHIJhf9GDdN4,[]
12741,Sander van Doorn,22bukBZvUppuwQwmDz75Gz,"['dutch house', 'dutch trance', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']"
12742,Every Time I Die,0o7WWONtleH6PWLn5GIoCM,"['buffalo ny metal', 'chaotic hardcore', 'melodic metalcore', 'post-hardcore', 'screamo']"
12743,Skydown Paradise,1XlKSmlJ5oiu0XfCNtKAar,[]
12744,Sergio Dalma,7x6XYw3yCC67Pizi4o0wvZ,"['latin arena pop', 'spanish pop', 'spanish pop rock']"
12745,Lil Scrappy (Featuring Lil Jon),01VCMxBPzJs4I4ielFKshm,[]
12746,VRG,56hXYTbEGYdTwI2zjMMcVh,"['dubstep', 'gaming dubstep']"
12747,Jessie Reid,5KjGwF0TkKmKSC42Mtq2VV,['modern indie folk']
12748,Goapele,5cgtn5YWC3Fr06wTps1dBq,"['neo soul', 'r&b', 'urban contemporary']"
12749,Ice Cube,3Mcii5XWf6E0lrY3Uky4cA,"['conscious hip hop', 'g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
12750,Jack McDuff,0GX5PlFlvOiEdNvA7YHJzs,"['hammond organ', 'jazz funk', 'jazz organ', 'soul jazz']"
12751,Dominic Crawford Collins,6pRliHZ75f9l94qO6gzmZm,[]
12752,PJ Lucid,4t7Mp7LHzR9405ScUvMXXG,[]
12753,Parker Ronell,3DkOYGyYfADmbIRsWdfS2l,[]
12754,Fyahbwoy,6uFTGm4t8Z6tXyCm22sLQM,['spanish hip hop']
12755,Kerry Ryan,457sGJwpIJgB7N706IQyJv,[]
12756,Taao Kross,0Al4ayMbqJHdmKp7DzDLjI,[]
12757,Pulcino Pio,6UDcrf1HpHFwqX3toofvd0,[]
12758,Stornoway,1UzKSuyOqKgUupcNNEtnF1,['oxford indie']
12759,Swedish Forest Birds,0aW02sXtwKH8TEaJDPvg9N,[]
12760,Nova Ambia,5RuiJ3Q34BR3pfaO22okaH,[]
12761,Future Generations,3wKj5PmSpnrtz9n9hG2QCA,[]
12762,Joan Baptista Humet,4nl3EXvATz67Pb4pyain2i,"['cantautor', 'spanish invasion']"
12763,Mates of State,4IELX7NrLBXuw8f51cUZuM,"['kansas indie', 'lawrence ks indie']"
12764,Judas Priest,2tRsMl4eGxwoNabM08Dm4I,"['album rock', 'alternative metal', 'birmingham metal', 'glam metal', 'hard rock', 'metal', 'rock']"
12765,Kino,2jkl2xJVm71azWAgZKyf42,"['classic russian rock', 'russian post-punk', 'russian rock']"
12766,Carl Carlton,6gYjIUFuKIBVJfxXnmrd5P,[]
12767,Nadia Oh,2LXK0SdlBu84dqUshKZcrB,['electropop']
12768,Grupo Niche,1zng9JZpblpk48IPceRWs8,"['salsa', 'salsa colombiana', 'tropical']"
12769,DJ Tallboy,2ozDW7ok5kyD0zxju8gWuN,[]
12770,Alan Watts,2CCcoAwiAwpIs1hcsqkk3b,"['free folk', 'motivation']"
12771,So Wylie,0O66QHPs08luarCKRfo5ys,[]
12772,Red Snapper,1BQtFnxZvAvTCZgTMlED0Q,['trip hop']
12773,Harlem Shakes,3Rge90vTSlldCXm8AFKZmJ,[]
12774,Karan Casey,204RAaZLKLwAMTGWEEVW44,"['celtic', 'irish folk']"
12775,sanah,0TMvoNR0AIJV138mHY6jdE,"['polish pop', 'polish viral pop']"
12776,Lost Dog Street Band,6tkrcmVfWoHC4WOhE7IDyq,['roots americana']
12777,Sara Kays,7Lk9V7E1u5gqSHmtcKlOqH,"['alt z', 'gen z singer-songwriter', 'modern indie pop']"
12778,CyHi,18HVMQsV3tINaTyzT5UIjH,['atl hip hop']
12779,Kid ANON,4lvUsRjSsylxmZUd2HdmE0,[]
12780,Screamin' Jay Hawkins,3VBpsrUi2vV7Uj87ONHu7Z,['traditional blues']
12781,Josh Abbott Band,2EJ5MRZCzpHSSNNEpTx9Kb,"['classic texas country', 'red dirt', 'texas country']"
12782,Clea Vincent,6eforqOxk5mRrgprF7XtYu,"['electro-pop francais', 'french indie pop', 'french indietronica', 'french synthpop']"
12783,Perta,2E0prgq42VcCxkvXkXCR34,[]
12784,DJ Dove,4d6dDvAt5jdSDAhH33UabE,['piano house']
12785,Ride,0WPY9nnBy01s5QOt4o4oQX,"['alternative rock', 'britpop', 'dream pop', 'oxford indie', 'shoegaze']"
12786,Bertin Osborne,3GcAxbZYbhiXlNrhxWgiQZ,[]
12787,Sylvia,3doP2QWtByNGoRwupOcaMi,[]
12788,Ambientcloud,1YAxvWH0nQeTwtPxOzynf6,[]
12789,Ilumina,7nvOsk2E0bUlBJ0R4sakht,[]
12790,Luna Li,4ZAk3yVJdtf1CFnTiG08U3,"['canadian garage rock', 'toronto indie']"
12791,Oya Paya,4HHt0NMWW2JEUosUiiPVNz,['liverpool indie']
12792,Alberto Baldan Bembo,13MlmKnz81PZqZgMfCdVRR,"['italian library music', 'vintage italian soundtrack']"
12793,Weldon Irvine,05BX9gTvlalkzuFVg3CqyL,['jazz funk']
12794,C. James,77Y0VaGhTLxtpZ0nLbD2oD,[]
12795,Jay D,5fAHnI7G9BPVGGRlfSjvDA,[]
12796,Afro Cult Foundation,53zndoyLuGS5qYhiDDLxOG,[]
12797,Selofan,1StVGGYOC5FM3aNpJQ74Vj,"['dark post-punk', 'gothic rock', 'greek indie', 'greek post-punk']"
12798,Just Us,1ETDbiIsGbugMq59zLItbe,[]
12799,The Disco Boys,0suokA0Exjok9HBfB0Oc3X,"['german techno', 'pop house']"
12800,Rose,2z0IJ75fUUoHoO0MmqYAXC,[]
12801,CHANMINA,2vjeuQwzSP5ErC1S41gONX,"['j-rap', 'josei rap']"
12802,Fatih Erkoç,5zfF4ZY5QA60ht5cjDrv2b,"['turkish jazz', 'turkish modern jazz', 'turkish pop']"
12803,Zara Arshakian,3UeWjWEYFxAyPappBmZbD6,[]
12804,VINCINT,6glcVV5wCi1hU4nxqJItqd,['pop soul']
12805,Xinobi,1w7cucUEPR1Yq9g03g6T8m,"['melodic house', 'portuguese electronic']"
12806,Linda Eder,7xPnixQ29yHHVu8yBnuyO1,['show tunes']
12807,Richard Reed Parry,7kdBCYCfsZQPu4dVYpvswY,"['21st century classical', 'ottawa indie']"
12808,Gardna,4thIP9ruwthrnBaBU9Wz8U,['ragga jungle']
12809,Paco Ibanez,1jClQHR1Ny69QAXeDWERq0,"['cantautor', 'nueva cancion']"
12810,John Hartford,0NAr5zThPfMx26ISgooQK6,"['banjo', 'bluegrass', 'progressive bluegrass']"
12811,Khamari,6kmDosYCYjFQtywDq0DLPZ,['indie r&b']
12812,Ciara Lowry,2tVmWsY4FJRSV3ciYlsW2S,[]
12813,Frenzal Rhomb,4cxBQR2C44tnfQ74lpFN7N,"['australian alternative rock', 'brisbane punk', 'skate punk']"
12814,Laura Giordano,0p9ZNB1W0iqUzrg3W1NfKM,['italian soprano']
12815,Traffic,1CD77o9fbdyQFrHnUPUEsF,"['blues rock', 'british blues', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'progressive rock', 'psychedelic rock']"
12816,Lukas Got Lucky,1XlWDjMcmW7HVs9m5BjGDF,['trap beats']
12817,Will Smith,41qil2VaGbD194gaEcmmyx,"['hip hop', 'pop rap']"
12818,Circa Survive,11FY888Qctoy6YueCpFkXT,"['dreamo', 'emo', 'philly indie', 'post-hardcore', 'progressive post-hardcore', 'screamo']"
12819,Nitty Scott,1Ah5AeHBzgy2b4u6sJtkLg,"['alternative r&b', 'rap latina', 'trap queen']"
12820,The Youngbloods,5I6MzhNEMk27cZsCqGAIYo,"['blues rock', 'classic garage rock', 'country rock', 'folk rock', 'psychedelic rock', 'singer-songwriter']"
12821,Jürgen Paape,51qSeH9HimuYMMQ7qbWGrk,"['cologne electronic', 'pop ambient']"
12822,Generation X,1inWec2E2UgfzMAhwjgTXe,"['glam punk', 'punk']"
12823,ZAF,0vC9IaLo87ruiqkOXmPvPO,['greek pop']
12824,Dead Horse Beats,0L2FsTbvoOWxuRcgSPDd7z,[]
12825,Cassandra Jenkins,1WVGbBnzZ5WLZ2PfesIHik,['countrygaze']
12826,Pete Josef,7c59lOg1veety7jD83d31w,['indie jazz']
12827,S.I.A.T Stuck in a Tree,7dd6GZMpUmdL85OkUf9Nbq,['high vibe']
12828,Greywind,3QFfYJq7jdx8GnVrePpZm4,['pixie']
12829,Kong King,53KkIT7tdWxcSH0gmhfyoc,[]
12830,Emilia Pantic,4VxhlCrL73BKHepsnxqLiG,[]
12831,ALEMA,3Yd4abk6tyOHf7U0ZDVm1H,[]
12832,Clarx,0FlpBojQwomu07ckcyz3wr,['gaming edm']
12833,Douglas Sills,1Vzu1p8mocdAnLrpHD9e5E,[]
12834,Billo's Caracas Boys,38zyliF0xdJKS7k1BIEuL6,"['classic venezuelan pop', 'cumbia', 'jazz venezolano', 'salsa', 'tropical']"
12835,Freddie,6AiidoqL85n3AcQhXvrkoK,[]
12836,Sukriye Tutkun,3yDRVuxUjUO7l4tJirgCJ3,['turkish folk']
12837,TILE,2vdwOGSZIjnvIgXm22BcPB,[]
12838,SAKIMA,2tg1rWk2rWaltTk0baRjRu,['uk alternative pop']
12839,Alton Ellis,5pryfFgCrWJ41UHaENJPyi,"['jamaican ska', 'reggae', 'rocksteady', 'roots reggae']"
12840,Zero,6ocDQwCTkVro3cmejcF1DH,"['bass house', 'bassline', 'old school bassline']"
12841,Jimjam,6AbomHrHmNlix7MVug1iXf,[]
12842,outsiderX,6aAXv7UhOHDhgDB7fnhhOQ,[]
12843,Heatwave,6D7h7R79IZjqJC2GM2wzyY,"['brit funk', 'classic soul', 'disco', 'funk', 'motown', 'p funk', 'post-disco', 'quiet storm', 'soul']"
12844,Elvis Costello & The Attractions,4qmHkMxr6pTWh5Zo74odpH,"['art rock', 'new romantic', 'new wave', 'new wave pop', 'power pop']"
12845,Barrie,1pHO6SCEw9tuRx0IVMFL0g,"['brooklyn indie', 'indie pop']"
12846,Nazan Öncel,4li4dx5mFgZlMVeHlARBHP,"['turkish instrumental', 'turkish pop', 'turkish singer-songwriter']"
12847,Grandmaster Flash & The Furious Five,5hQCwevTf03u1rECrRMeop,"['bronx hip hop', 'old school hip hop']"
12848,The Flying Rebollos,6sdIHPQ0hu87ff2OGpLbIj,[]
12849,Priscilla Ahn,5oU0tZlItLctcLOQPS3mCy,"['acoustic pop', 'anime score', 'ectofolk']"
12850,Vacationer,4rs1K6gDzLY5VnCMSC80o7,"['philly indie', 'shimmer pop']"
12851,Djiben,0bOE6WId2SuEUeVXRGhMfm,[]
12852,Dave Thomas Junior,0mUIey7n1U90IScto35rX7,['pop folk']
12853,Elijah & The Ebonites,1V2gqjfcGRcgFtc8uA1emd,"['deep funk', 'instrumental soul', 'traditional soul']"
12854,Home Town Hero,1UTPkV64wpEoyvsMBAbokg,['grunge pop']
12855,Cameo,545idYhdloaSlLGBY8E9u2,"['disco', 'funk', 'motown', 'new jack swing', 'p funk', 'popping', 'post-disco', 'quiet storm', 'soul']"
12856,Urbøi,4THv7qQa82UNW5DTtEqNOy,['mexican edm']
12857,Pat Metheny,3t58jfUhoMLYVO14XaUFLA,"['avant-garde jazz', 'contemporary post-bop', 'jazz', 'jazz fusion', 'jazz guitar']"
12858,Fresh Mode,166MwtUacodwKnPxyroDV3,[]
12859,Wye Oak,5SjNVG3L9mgWQPsfp1sFDB,"['baltimore indie', 'chamber pop']"
12860,Blanco White,3ccVtqcqedranb7y8eywJ5,"['british singer-songwriter', 'indie anthem-folk', 'indie folk']"
12861,49 Winchester,1JWMpIl0nhqFJNdO3IOQ20,['modern country pop']
12862,Over the Rhine,1z26dqCz3PySR4G7HWsn93,['ectofolk']
12863,The Agents & Frank Pourcel,0RhVNzZ236RsBT0GWQ5gDF,[]
12864,ぐちり,7AhWr9uwljlOcqY6eiX7ww,['vocaloid']
12865,Wallice,6d6ts87Fxm1EdULf4CaLw4,['indie pop']
12866,Gonzy,4ixNZvQuuzCDxBsxO9zE6L,['urbano latino']
12867,Números Primos,0s2Cx0lTelNIvyXMX3GyP7,['peruvian indie']
12868,The Buggles,057gc1fxmJ2vkctjQJ7Tal,"['early synthpop', 'new wave pop', 'zolo']"
12869,Sabina Ddumba,2Mp409M6EpFr3kGdQ1mwjS,"['swedish idol pop', 'swedish pop']"
12870,Aaron Neville,57ALvbCBaCkNlgTOSiUPdT,[]
12871,Theo Tams,6Voq6xq7exrhYKhCsSDl3N,['canadian pop']
12872,Alice Minguez,0XglTPOc77mbDRThjHtHFM,[]
12873,Two Neighbors,67ONRteBPYNpIVL7MvBGQn,[]
12874,Cate Le Bon,0LZac5VicY19QLaIUvIB0G,"['art pop', 'chamber pop', 'chamber psych', 'welsh indie']"
12875,Joel Insuperable,7JnuVcGy5BVymbIWO0ERiA,[]
12876,Young Dro,3ZooCJzNMTLpmJaIRUEorI,"['atl hip hop', 'crunk', 'dirty south rap', 'futuristic swag', 'old school atlanta hip hop', 'southern hip hop', 'trap']"
12877,my bloody valentine,3G3Gdm0ZRAOxLrbyjfhii5,"['alternative rock', 'dream pop', 'irish shoegaze', 'noise pop', 'shoegaze']"
12878,Hiroshima,5ZoVY6c0cokQrn448eRqSc,"['jazz funk', 'smooth jazz']"
12879,Stefan Gruenwald,3ubxWsYB3f5i7mfSBkqLRb,['hamburg electronic']
12880,Lupe Fiasco And Kenna,09qH3vUpHpIEMo9Dcfji4u,[]
12881,R T H U R Z,6ht8XnC55yWUmRgpZHrGxC,[]
12882,The Staple Singers,7xGGqA85UIWX1GoTVM4itC,"['chicago soul', 'classic soul', 'memphis soul', 'soul', 'southern soul']"
12883,Lead Belly,3Ovf2lytXSXWFM2cwsJACC,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'texas blues', 'traditional blues']"
12884,Rubén Blades,5BwMgvRwlq61SmknvsVIQj,"['latin jazz', 'salsa', 'tipico', 'tropical']"
12885,SEBASTIAN PAUL,1tQu5TjcAK68fx8qrc8ZgF,[]
12886,Noah Guy,0Cj5PLNNGVOsXUig1ic4s5,[]
12887,Henrietta Kuipers,5ULLDXAaGnGYylLzZxaXog,['background piano']
12888,Frankie Gavin,5repE3sF3Q4joYE2ZJvqQK,"['irish fiddle', 'jig and reel']"
12889,Chica Sobresalto,4tRIJ4uToKp0kihbqnZJML,['tontipop']
