,name,id,genres
1638,Will Bates,15EWKxh9CT6XDgMsbtSPqN,['soundtrack']
1639,Metro Gong,5nErBSn2yl5je8bh9OVjWr,[]
1640,Daniel Kajmakoski,5cuDYD52RRxxXIfDGz4ozu,['macedonian pop']
1641,Leon Else,44cEDUhrf8SHUvGx5iE6O8,['uk alternative pop']
1642,Frenetik,71XOKoFKWFjlV91e2Z5r21,"['belgian hip hop', 'french hip hop', 'pop urbaine', 'rap belge', 'rap francais']"
1643,Ainhoa Arteta,2sqLufugaIo6ZbCqc6mFGP,[]
1644,Jonn Hart,7vMpNua6oKT52WWHNUJ1No,"['pop r&b', 'slow game']"
1645,Jose De Rico & Henry Mendez,7Fubj9S1QRPKBAij57UJHN,[]
1646,Dramatic Violin,7xFAkXgK99h0nlTo1kHagi,[]
1647,DnA,5xrW0XNhNe83uPzj3J8KpT,['downtempo bass']
1648,Lewis Thompson,26OmQHradZrF0CS7DrgWDH,['uk dance']
1649,Aaron Mathix,7yL6nnNuEdQD47qCFrleC9,[]
1650,Craig Cardiff,2VMxEtyyo7Jg3jmVDQPHwx,['canadian singer-songwriter']
1651,99zed,7kjqkL4lIUyxO4HLzpRYo9,['dark trap']
1652,Hobes,4oJwnrOedR0fQkD9NlbrMl,"['chill house', 'tropical house']"
1653,Marc Enfroy,1S1Hmu6mteRVbX75wRU32G,['new age']
1654,Adamo,26ycUCO6mpGAZPw9yHzhon,['spanish invasion']
1655,Dennis.,5Nmw5gyMbpXMFfQPA5J9xM,[]
1656,Viceroy,5PzC9pOeviQlNF6iGlUF5C,['nu disco']
1657,Cornelius Brothers & Sister Rose,2GFB1Lc67mbqFXTPCM9XzT,['classic soul']
1658,Channel X,1O2mXyYvsaVpW1gAg83vIr,"['hardcore techno', 'new beat']"
1659,STEVENHF,7oiOTethEkRDA4Aizt8lEY,[]
1660,Bob Marley & The Wailers,2QsynagSdAqZj3U9HgDzjD,"['reggae', 'roots reggae']"
1661,Twan Ray,2IrrH2ytG96HCP9dnM6mGr,['tropical house']
1662,Dafuniks,04Sif7zzcEJZhYZy5BW3gZ,['jazz rap']
1663,Metagalactic Chords,2YvYBsjUjJSSj5KUYfZRhS,[]
1664,Los Niños Cantores De Navidad,3T8Is0eQTVrDD5bzS1QLUh,['villancicos']
1665,Joel Hirsch,2W4DPKqP9mPclu4MpCjf3h,[]
1666,Pasión Vega,1SP2KiLZvq07zY1KUoZ3ey,"['cantautor', 'spanish pop']"
1667,Rasmus H Thomsen Trio,5Ep05EOVNYVc5b5trOuDI1,[]
1668,Tom T. Hall,1SvG3y1gYAFOsv9785Xu9T,"['classic country pop', 'outlaw country']"
1669,OMAO,1VHRSHGicYOgBxMHApEqCd,[]
1670,Salam Wreck,713X1xDDryEQrctslm4cr3,[]
1671,Karmento,5QcmgtNbUfqgAOgj7XRRZF,['musica aragonesa']
1672,Mesophonic,1JpD6urHbp6i4HNhVVyteE,[]
1673,Noga Erez,5VwCIS8jdx9ZHjApLFNrTZ,"['israeli hip hop', 'israeli indie']"
1674,Martez Gerard,17rvuMwaGlAh5Mke7AeAk0,[]
1675,Taxi Girl,4ztbfel6DJq0lL4wmTJN9Y,"['early synthpop', 'french post-punk', 'french rock', 'french synthpop']"
1676,MELDAY,5EZp5Ws01G1GYjMwbxHHoQ,[]
1677,9lokknine,0ceH34CATvfgphxnLRWFkm,"['florida drill', 'florida rap']"
1678,Stro,1CEHZJXMMoOad9m7AjvcIZ,[]
1679,Metric,1rCIEwPp5OnXW0ornlSsRl,"['canadian indie', 'canadian rock', 'indie rock', 'indietronica', 'metropopolis', 'neo-synthpop']"
1680,Brainwaltzera,4IexN10iBaLP2CDVLl6rDB,"['acid idm', 'deep idm', 'drill and bass', 'intelligent dance music']"
1681,La Revolución De Emiliano Zapata,2EoCwZo2xMt4mkFRwlgqb2,"['mexican classic rock', 'mexican rock-and-roll']"
1682,Maya Amolo,6e6TdjEmxMCM5CFNrEfX3H,"['afro r&b', 'kenyan pop', 'kenyan r&b']"
1683,Grandmaster Flash,1JfnADNz5yYEq3hrzlZHLk,"['bronx hip hop', 'conscious hip hop', 'east coast hip hop', 'hip hop', 'old school hip hop', 'rap', 'turntablism']"
1684,Sweatshop Union,3lb6eJ0loEnughnoNfHXSR,"['canadian old school hip hop', 'political hip hop']"
1685,Fire on Fire,3agV4G99vhqIMT9CFmitny,['maine indie']
1686,SOHN,6XZYAWJLL8UIbxAqjKj3cg,"['indietronica', 'shimmer pop']"
1687,Phoenix Sonshine,4OK9RsYiLNFz8iTXsGmzUr,[]
1688,Galaxy Family,1z0aiNrXz2LlsVvPSmKbvN,[]
1689,Stefania,0HZUhj5PZHzHMWSI4s8rOQ,['greek pop']
1690,We The Heathens,4U3TCX8zNcabb8tDtIMdgp,"['acoustic punk', 'folk punk']"
1691,Joseph Ashworth,7CpmbhzkL9uT1D9nhckTxB,['melodic techno']
1692,Mndsgn,4GcpBLY8g8NrmimWbssM26,"['abstract beats', 'indie soul', 'instrumental hip hop', 'synth funk', 'wonky']"
1693,Vina Love,70kUBNj92B1Th8hYPqSrHS,[]
1694,Philo B,6CdfVQgiBCGOpKa3XV56gT,[]
1695,Leiffy Luciano,6SQysJd5xlAlsZR40h9S7C,[]
1696,Barbara Pravi,3L4wiBOSDLkJ18OISXZDA8,['nouvelle chanson francaise']
1697,Beéle,7a0XAaPaK2aDSqa8p3QnC7,"['reggaeton colombiano', 'trap latino', 'urbano latino']"
1698,TauMaNn,5tG1PHCt3NLfnkUwkrr1Ex,[]
1699,Jessica Betts,2YwgqiRwiq0ZTF2elll0ud,[]
1700,Sabrina,5xJfSowQoxaxY4DCVLTfr5,['opm']
1701,Yarbrough & Peoples,0rJcrQfLLtWSJAKbZPk6NV,"['classic soul', 'disco', 'funk', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']"
1702,Tuatha Dea,4v3joD0RMJicySb2T9Dwec,['neo-pagan']
1703,Ayoni,2Tju7nLsAMD6RTBna56hj6,['barbadian pop']
1704,Ethan Lumus,4tMAgYrzLtA7Rl2m7rcoM8,[]
1705,Güd Vibez,2oWWtnWJureYtYG2YiiSgU,[]
1706,Swimming Girls,1yQxtOqAvQ6sDn20lnnqPu,['bristol indie']
1707,Jefferson Airplane,2qFr8w5sWUITRlzZ9kZotF,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'singer-songwriter']"
1708,Die Prinzen,7F0bQWvv3rfV3EubmoQlwZ,"['classic schlager', 'german pop', 'german rock']"
1709,Nate Who,2f6f2KxuvFGwnnrBXZ0IM8,[]
1710,Marlon Guild,37H3UX4jTV7ZjH5yL6l3Yl,[]
1711,Ahmad Lewis,4X3nIh5dynzfAQmy1Z5hXI,[]
1712,Maria Muldaur,2VUiF0VFkXzB0DLg9AzrqT,[]
1713,Urban Cone,3WOOglGBDGvr6c2WBeMAWn,['swedish indie pop']
1714,Studio Apartment & Rae,6XgbOjOZgNmZI6wQmlDybe,[]
1715,Wham!,5lpH0xAS4fVfLkACg9DAuM,"['new romantic', 'new wave pop', 'soft rock']"
1716,Seasons After,14hUMFyndDg4AQ3jP8cljs,"['gymcore', 'hard alternative']"
1717,Nick Wolf,4j60yxoFJVWkQNs6uaoJms,['focus beats']
1718,Brenn!,74slMAMk8L6oMf6OhNyZ8Q,['singer-songwriter pop']
1719,Christian McBride,5ACxPOI9gR3l0cyy2dvkHv,"['contemporary jazz', 'contemporary post-bop', 'electric bass', 'hard bop', 'jazz', 'jazz double bass', 'jazz fusion', 'straight-ahead jazz']"
1720,Gloosito,1MXug5KOetEEQjjvCPWwIm,['urbano espanol']
1721,K-Leb,4U3clCN7761fpD0czDpytx,[]
1722,Disciple,7a3OvvhvAvZ1FZE928i3Lk,"['brostep', 'dubstep', 'gaming dubstep']"
1723,Armonia Show,78tNqVwgwn1lqOIVkBmq1v,['orquestas de galicia']
1724,Lo Moon,2XcWfmG3wclCLfTJb7mFeg,['la pop']
1725,The Heptones,6b5Hxvp7SWlJY5uUrRlzx4,"['dub', 'reggae', 'rocksteady', 'roots reggae']"
1726,iio,5WVf5DCSYmK4JYD6vIcttw,['vocal house']
1727,Eric Alexander,0kHbbMMynm4zRO95VB8fCl,[]
1728,Fatty Koo,1f15kcWwtrNsy9Lpy9JRHw,[]
1729,AFTRHOURS,3pvFPaqjwCdXwVIt3uIad5,['la pop']
1730,Chuscales,7Fcoty9Sg49oIbgkP0vpjF,"['flamenco guitar', 'rumba']"
1731,ZOO,7a3ryRcO3alwbqaX4RagzM,"['mestissatge', 'rap catala', 'rap politico', 'rock catala']"
1732,Talk Talk,7Fo8TAyGJr4VmhE68QamMf,"['melancholia', 'new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']"
1733,Adrian Archet,2TVv3NgiNwJ3mZOhw3dVY0,[]
1734,Mac Ayres,0fTav4sBLmYOAzKuJw0grL,['chill r&b']
1735,Flamingosis,75cW8FFekyCjj0mfZM1Gfb,"['chillhop', 'future funk']"
1736,mike.,5G9kmDLg3OeUyj8KVBLzbu,"['indie pop rap', 'rhode island rap']"
1737,Sarz,408vMm7y1227ASq7GmWygZ,"['afrobeats', 'nigerian pop']"
1738,Chris Botti,3eFo5fMv53RYZBYlvT5Z6a,"['jazz trumpet', 'smooth jazz']"
1739,Blanca Paloma,4wm4mhiGnYPzCerFg3venQ,[]
1740,Gym Class Heroes,4IJczjB0fJ04gs4uvP0Fli,"['dance pop', 'pop rap']"
1741,Ricky Nelson,73sSFVlM6pkweLXE8qw1OS,"['adult standards', 'doo-wop', 'rock-and-roll', 'rockabilly']"
1742,Raphael Fays,4P3gGxKIS5sZwZWRzmQDEJ,['gypsy jazz']
1743,The Newlydeads,15u5WLGbBRRcjBomnLf7LS,[]
1744,Estrella Morente,5gKJbL392PiokTPUoL7N6D,"['cante flamenco', 'flamenco', 'nuevo flamenco', 'pop flamenco']"
1745,Cru,5ABjqwkg5LEPICnTeoeXKf,['bronx hip hop']
1746,Salon,2yeHK9m5WkVMfXGP2v6jfp,[]
1747,Nytrix,1s8cu0X2A5YDwCLRN8AjFa,['melodic dubstep']
1748,GYMBRO,1dVQrgVgad6dhS9ATZGy9D,['hypertechno']
1749,Pastaboys,3e2yTUnzQ3S3lITAt0Er1l,['italian tech house']
1750,grandson,4ZgQDCtRqZlhLswVS6MHN4,"['modern alternative rock', 'modern rock', 'rock']"
1751,Diana Martinez,7mEajYyUcyqlvR4M6CpNkG,[]
1752,Money Mu,0Rw1qXuXVii6ZllsXCWKi7,"['atl hip hop', 'atl trap', 'memphis hip hop']"
1753,Discotekk,4hCSxGGv17gb4hWa7XSGpp,['techno remix']
1754,Kit Sutton,0mqyygSn1RlqnfLsUqOjCh,[]
1755,Eric Saade,4zGH6gaO4NohcfCXZ31bQG,"['swedish idol pop', 'swedish pop']"
1756,Liam the Brand,1wG2iQogJTU0avTSSx5p3t,[]
1757,Cyrus Chestnut,319U6LVt3j3iT9oAEzrpRO,['modern jazz piano']
1758,Birchville Cat Motel,18f2oVGQCKGMHJ3eZf8h5X,['drone']
1759,Take a Mic,1oabIvG8mrqtx1uaRrOyPd,"['french hip hop', 'pop urbaine', 'rap francais']"
1760,David Arnold & Michael Price,36hdxPNCUunGakhO4Sz9dX,[]
1761,The Bricks,1qwbhsGKeXLBBFaBIK4v8w,[]
1762,Valeria Villas,6AaSD6PkdMpHuek1SlV9ac,[]
1763,Lukah,4kXGF3u3kGDHDoLmbdvUzS,['underground boom bap']
1764,Mashup & Cozy Condition,4Xgz0ZH1mIhD1E5wSjrj1V,[]
1765,Friday/Dr. Dre,1IDoJluprZtLCOV3z3kXsx,[]
1766,Evø,5HTf77nNoooIEhwE4LnvbY,[]
1767,Kiraw,3yAqBJSMpsseHSCtbJNlc4,['krushfunk']
1768,JamC,3lzurYDTNQxMBRZXSTzJgg,[]
1769,Tee Valentine,16Ra1OHia7L8QOXXKevZsW,[]
1770,CloZee,1496XxkytEk26FUJLfpVZr,"['downtempo bass', 'electra', 'glitch hop']"
1771,Rebelheart,6fvTqNQ5NyaHKrWRrG4qv2,"['lithuanian pop', 'lithuanian rock']"
1772,Jermaine Dupri,6nfYGe7IIuuP5bMY1jkJP6,"['atl hip hop', 'contemporary r&b', 'dirty south rap', 'hip pop', 'r&b', 'southern hip hop', 'urban contemporary']"
1773,MDWS,4D4V8azUT35CXHASQGY9k6,['vapor soul']
1774,Apexx,4T1NO7nzYEzaezZwDkO0uC,[]
1775,Mavi Phoenix,0Lt05xaSe2ACmAiSkIdcSm,"['austrian indie', 'austrian pop']"
1776,Mem,2ITcf62D6ajQZ5lBOsvuXW,[]
1777,Chappell Roan,7GlBOeep6PqTfFi59PTUUN,"['indie pop', 'pov: indie', 'springfield mo indie']"
1778,Them,5BaHqGtf6UAZnHfqdPaTDA,"['british blues', 'british invasion', 'protopunk']"
1779,Rexxie,5z207JpMeX1oCYVvMKReku,"['afrobeats', 'nigerian pop']"
1780,Tonic,6qXwLwTLdA44HYsA26vaNU,"['pop rock', 'post-grunge']"
1781,GAIAZULA,4yiROBNDRTlcMpBGmaqG50,[]
1782,Cash Cash,1LOB7jTeEV14pHai6EXSzF,"['dance pop', 'edm', 'electro house', 'electropowerpop', 'pop dance']"
1783,O.D.D TV,5xin8NW7UVfre25upUZbu9,[]
1784,Tyler Braden,63wjVVauFUQ4gBw6QXTT5N,"['country pop', 'modern country pop']"
1785,Ballpoint,5vbgY6zVUKz1haJv618QvC,"['chill beats', 'trap beats']"
1786,Geko,5vfmmb3UHpuQWJ55JP9slk,"['manchester hip hop', 'uk hip hop']"
1787,Grupo Yndio,2ExqFhtOJ3rXrYJkBMqAxD,"['banda', 'grupera', 'mexican rock-and-roll', 'norteno', 'ranchera']"
1788,The Paradise Bangkok Molam International Band,1cBpduQulXQHJaj9m0RYS8,['molam']
1789,Echoes of Embers,7MwzUYxIJX8T2qqwLBAlGH,[]
1790,AW,07klEuoeAcIFT4YY6tkcVJ,[]
1791,Mattilo,7gAYkHRXnXtaZk4QMJ5kJC,[]
1792,The Tyets,6I63R76ouyFvUIwPggQxxT,"['musica catalana', 'trap catala']"
1793,Monnii,6jgq81S9dseC1PcYIxSe8D,[]
1794,Nikko Patrelakis,08i47aG3NrdTPl5232Apdz,[]
1795,MrMapacheco,3lpdUrIsEKC0LNkeeaukXZ,[]
1796,Zombie Nation,7vFpNLbCXbBFs4kFBUlkSl,['german techno']
1797,Saka,78JjBYPpCRwGwaZff4qQrv,['halftime dnb']
1798,Carol Woods,0WHU92jZQczkt5Q9xmv9oF,[]
1799,Robosonic,2XBuvmyzhH85j6sqv1fV3l,"['deep disco house', 'deep euro house']"
1800,III,1PIdgDl8Y7v2CilSXqSqs2,[]
1801,Vicci Flame,3ZszLKl4Fc7cJrUjjNCMCP,[]
1802,小曽根啓,6bK6xLnS0wYCNLQlqMqM6M,[]
1803,Wah!,4dUdNvFt1PhzClTKLIT83u,"['hare krishna', 'kirtan', 'shamanic']"
1804,Jaydan Wolf,58NOd3nTpJVVGma4x975P0,[]
1805,Tina Campbell,3dipd1qrih3c6oRdUzyfpP,['gospel']
1806,Naoko Omi,2LojIVYdOV4hK4wKlASHwC,[]
1807,Harlem Underground Band,3UuoxpFWoL1T7kF5892EHP,['rare groove']
1808,Nikithatz,3Iupt72hs2mLbssnKKjKon,[]
1809,Di Melo,4KyZtyl55zzHoBJUp07Doe,"['bossa nova', 'brazilian indie', 'nova mpb', 'samba']"
1810,BRÜNNE ROMEO,3dDNNqsdrGpFlD1yGXLWRF,[]
1811,J. Human,15mmRiyrir7x3GsD2PraUa,[]
1812,Ana San Martin,6kI8w2tMunaqJfaPJHDxty,[]
1813,YesYou,22qas00XuS5sVfW0YaR5Wd,['australian indie']
1814,Nash & Pepper,3jmsH1gZKmD7P1NpqeLJbf,[]
1815,A Thousand Horses,55RI2GNCfyXr0f14uIdhwd,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'modern southern rock']"
1816,Me & Melancholy,6ZZZwGgM356RFi7YH7uSOs,[]
1817,Foy Vance,4bUqnkrDrb4f7rqmDR9yDu,"['british singer-songwriter', 'irish singer-songwriter', 'uk americana']"
1818,Curtis Harding,0CUpzKPDfIVzYqMn47jiV3,"['funk', 'psychedelic soul']"
1819,NoMBe,5Lhxlge1CR1DrgDAje8Qaw,['vapor soul']
1820,Plant cell,6U3D09GwtCgmxXljRIlidD,"['japanese dream pop', 'japanese shoegaze']"
1821,Beatsole,6Gs2jNsD9XkEYUJZOSx4qk,"['progressive trance', 'russian trance', 'uplifting trance']"
1822,For All Those Sleeping,5dLBN2tOGTJwWb5oj3QQ9v,"['metalcore', 'neon pop punk', 'screamo']"
1823,Fetty Wap,6PXS4YHDkKvl1wkIl4V8DL,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1824,Eagles Of Death Metal,02uYdhMhCgdB49hZlYRm9o,"['garage rock', 'garage rock revival', 'modern blues rock', 'palm desert scene']"
1825,Jubël,4FcZfItjVIsfO9TynErl7X,['swedish pop']
1826,Manfresh,6eoAggpgnHJ3uivHR80RKZ,[]
1827,Les Baxter,35pV6EUbherudlvAftoueR,"['easy listening', 'exotica', 'laboratorio', 'library music', 'lounge']"
1828,Lo Enemark,1jjUoGgvY314VA1joJgCH7,[]
1829,Centavrvs,2hM7wQp7sHLgMTDpxteBWo,"['mexican indie', 'mexican rock', 'nuevo folklore mexicano']"
1830,Tigirlily Gold,0z4vOhwPxS2J5ULMg8edzb,"['modern country pop', 'north dakota indie']"
1831,Ragga Twins,41vebFiEyxaRwT7rNmRLpq,"['britcore', 'jungle', 'old school uk hip hop', 'ragga jungle', 'uk dancehall']"
1832,Swan Lake,4ESlhHwH8SZKiDYK4E9rH5,['victoria bc indie']
1833,Twin Tribes,7wxXs62y8Gjf6c6pxrnWIl,"['dark post-punk', 'gothic rock']"
1834,Lil' Troy,12mkoe71zJDWs4j0rCeXGR,['dirty south rap']
1835,8Kays,6VJ8RuUWKIgm5p5uEvZCfQ,['ukrainian electronic']
1836,XTC,2qT62DYO8Ajb276vUJmvhz,"['alternative rock', 'art punk', 'art rock', 'beatlesque', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'power pop', 'uk post-punk', 'zolo']"
1837,Jay Wile,1VvjB8ztJLmmj2fyL4TkCU,"['bedroom soul', 'indie r&b']"
1838,Ritalin,4izkuuTBzOpo8oyQY5N6Ne,['dakke dak']
1839,South Border,6ZgBJRjJsK1iOJGKGZxEUv,['opm']
1840,The Electric Hellfire Club,6bJ1p0mRb8VSJoSsWCtCiU,"['electro-industrial', 'industrial', 'industrial metal', 'industrial rock']"
1841,Lucy Kruger & The Lost Boys,2qFDhzWBDqbPOjhy8Fkl3u,"['cape town indie', 'south african alternative']"
1842,The Art Of Noise,77zrvBORXcnTyysjjKRfBU,"['new romantic', 'synthpop']"
1843,Alex Swings Oscar Sings!,0QEDCBIvcg3XvHPCbOzyWN,[]
1844,Celph Titled,6bJSpzkLD8XYKqsXJ5jJNS,"['deep flow', 'flick hop', 'underground rap']"
1845,Boy In Space,0xu4jAQQv7ZAqvFGdc9HgP,['alt z']
1846,Oumou Sangaré,65CKKZilbcSKkAPC9a5Mvh,"['afropop', 'malian blues', 'mande pop', 'wassoulou', 'world']"
1847,Y2K,6USMTwO0MNDnKte5a5h0xx,"['pop rap', 'viral rap']"
1848,Romare,6d1HqiWNEKV9zFqQM9WeYo,"['electronica', 'future garage', 'indie soul']"
1849,Lorca,7d9a2WnRwef9xbN8FIzg6o,['spanish pop']
1850,Simón Díaz,29GjVRVQSln078FWYOX4r4,"['classic venezuelan pop', 'musica llanera', 'venezuelan rock']"
1851,Twiddle,0hNjIdUHXWhd0dilzi6c12,"['funk rock', 'jam band']"
1852,Douglas Pipes,0ueus0zrV3n5lRvj4zvbLZ,['soundtrack']
1853,Darin,1rKFeRryEci6cxNkdvHzNr,"['classic swedish pop', 'swedish idol pop', 'swedish pop']"
1854,Eric IV,56r1mYQ64egjnM0klZb2Cc,['afroswing']
1855,Monica Martin,2Oq3sgFa2HSvRY0vL6bDxN,[]
1856,Marva Whitney,691nF1fI0SKCfsIypzFr7h,['deep funk']
1857,Sally Doston,1FhJwwPPydsuEflN4Z57tR,[]
1858,Brenda Warren,6jRIYJhG6Thvbpm7ip92bE,['new age piano']
1859,Club Can´t Handle Me,40SVDrl2Eaoyb00JSESwhz,['fake']
1860,Jonny Faith,1Egh1w8V0dPFuj9HsREka3,['modern jungle']
1861,Dryer,6xbLU0pYnpzCjV2eYS7v8f,[]
1862,Excision,5FKchcZpQOkqFvXBj1aCvb,"['brostep', 'canadian electronic', 'filthstep']"
1863,Hackensaw Boys,0PPMo9gDxneTAzxeF1MU3J,"['banjo', 'progressive bluegrass']"
1864,WATCH THE DUCK,5pHc8cGF3alNcHJUx7bcaq,[]
1865,Maya Sarfatto,2BULWWkjYsQLp6CasdyPC9,[]
1866,Iagon,2VQgNwRkLPD5KASobxfxDx,['dungeon synth']
1867,Lonewolf,3zn6Fa4a9bUUmgXH6sH7IC,['nu-metalcore']
1868,Matt Champion,29Oq9Nv8zLgu3IvX1tIpbm,['bedroom pop']
1869,Lee Foss,44T94QQEc60Jf7kqGY6Rip,"['deep disco house', 'house', 'tech house']"
1870,Alex Fernández,4Xwvz864z2uP3bwPcjKJjC,['mariachi']
1871,Instasane,6RqYsky1513SkXoSx0ureF,[]
1872,Shanice Green,7GquAyY9t5rSmfy4maIGyb,['atlanta indie']
1873,Stefan Shy,6wAMB3GDJis0dFX8QHavOf,[]
1874,Juliana Pasha,4SkpLorN1hUgPDz3kSRS7R,['albanian pop']
1875,Aaron Espe,11nbBcaBk8uXBPQsc3Sq9p,"['modern indie folk', 'stomp and flutter']"
1876,Paula Koops,3jDSE2qvShLf8DbYmseNW0,[]
1877,Monkey Mindset,2KPrFZKaTyCOJBNf0RZYRl,[]
1878,American Steel,7Mkj4T8YyiE1DCzRiXqOcz,['orgcore']
1879,Beth Gibbons,6Lt6KFXX3P0v6vfrynQAMo,"['art pop', 'devon indie', 'solo wave', 'trip hop']"
1880,Hunxho,508weSx4HBumrGggFmc7br,['atl trap']
1881,The War And Treaty,6HhV0jtMMK5HYnYgG0xgtz,['black americana']
1882,We Are Terrorists,3p9uPDkIZ0mYtY84NDwtRo,[]
1883,Nelson Pinedo,68YsvVAGVdlaJpk5sA21pq,"['bolero', 'classic colombian pop', 'musica tradicional cubana']"
1884,Robert Ramirez,73f358a1bKCzhphlZfGFlu,[]
1885,Rodolfo Aicardi,3IUAZiICL3J7GlHYPgT414,"['classic colombian pop', 'cumbia', 'musica popular colombiana']"
1886,Makio,3fb4jqGchDOvFGRVS1YQGZ,[]
1887,TeeFLii,1pCVxwkdixCeBPTboRZIi2,"['pop r&b', 'slow game', 'west coast trap']"
1888,fabeats,7IyHRDLdY6zNlB31RWec4c,[]
1889,SongBot,0471f2i0A92Iv3euWO3GSW,[]
1890,UDERZO,5jYphl0sawmHLNUTztH61R,[]
1891,DED,312CXoyqdQ0p6ZJ67NJoVa,['gymcore']
1892,Feuerschwanz,2Ct54gNxKnYLnXk9HhviMI,['medieval rock']
1893,Erik Truffaz,6U3cvMmHIab0CAGtC5tRY3,"['dark jazz', 'french jazz', 'jazz trumpet', 'jazztronica', 'swiss jazz']"
1894,The Limp Twins,1obN0tdFHKgmB2QyiM9Gqa,"['bboy', 'nu jazz']"
1895,Park Jefferson,6aJO0SO5bl59c5Quta84DR,['midwest emo']
1896,Kalben,4sldxVDeyb0J8OMoYApqfV,"['turkish rock', 'turkish singer-songwriter']"
1897,IMAN,0tAnFvvLT9DKibJHihiIur,[]
1898,Jon Cutler,6vmRl3VuXiU126ssJufx2Z,"['chicago house', 'classic house', 'deep house', 'disco house', 'soulful house', 'vocal house']"
1899,East Junction,7GGw7i49CNC3u3VEfJnHbi,[]
1900,Nick_G,4z7w78Zx4dQ8KtYaEt2b1B,[]
1901,Barbara Mason,5PmZd7YOaUgQwhOja44fmZ,"['classic soul', 'philly soul', 'southern soul']"
1902,Mario Biondi,1dRsXw2TtfCXfqMLRiP088,"['italian adult pop', 'italian jazz']"
1903,Dion Timmer,06VibSJEr3GLxLBBZhRums,"['brostep', 'deathstep', 'dubstep', 'gaming dubstep']"
1904,MBP,6HknNgSM0qwhMbumje0g5o,[]
1905,The Funk Hunters,5xwd7lKJeb2opUvYZnXFut,['canadian electronic']
1906,Nbdy,1fQWUHoSWhlrc9rmHi2xnE,['trap soul']
1907,Puerto Mariel,4RYkqvK3dICXDfPhGaQa1C,[]
1908,Larry Gaaga,62s0EsXQNJEwy8fKZ386VU,"['afrobeats', 'afropop', 'igbo pop', 'nigerian pop']"
1909,TWERL,3pJlam8yODJN1AEzmTVGko,['traprun']
1910,Al Stewart,0DW7boyjvbaSP3OJ72sXgC,"['art rock', 'folk rock', 'mellow gold', 'progressive rock', 'singer-songwriter', 'soft rock', 'symphonic rock']"
1911,Talos,5pdzKTGQAcRcxDOfN4mXSc,"['cork indie', 'irish indie', 'irish pop']"
1912,RunUp,6RgxUjIwX3GcVEVg8HM4sW,[]
1913,Max Manie,0esUZwk3FcZiAH1fXa66dU,['deep tropical house']
1914,Amurai,4ilvy3aol3KQAJiOrMKFE6,[]
1915,Leon Redbone,7hYKC5uBED0V5rpKQkqgQ5,['acoustic blues']
1916,Gorgeous Bully,2rTfAlIGCbL5KEsonGRCnt,"['indie garage rock', 'lo-fi indie', 'manchester indie']"
1917,Matheo Lyon,5yBqlv8zkkzTmWN0TtjMf4,[]
1918,Karim Rashid,0etK39dK5t0QVV35H7ekxa,[]
1919,Lukas Glenn,5ynIpFDk091P5NvdaMsrEO,[]
1920,AMD,2HAyUfNNzqiIsyc0FI1tUZ,[]
1921,Franklin House,5i2JGrZpZFT2b8f0BvQKts,[]
1922,Neutral Milk Hotel,2ooIqOf4X2uz4mMptXCtie,"['alternative rock', 'chamber pop', 'elephant 6', 'indie rock', 'lo-fi', 'noise pop', 'slacker rock']"
1923,Alex Cameron,6kGMx9MqwnbKR2EYvZvvrG,['australian alternative rock']
1924,Gernot Bronsert,2gq9VADddWF3qZFFJadHfY,[]
1925,La Pegatina,4xvB67czbtvemGVXGa81oK,"['rumba catalana', 'spanish rock']"
1926,June Christy,7D51E97yRZ8Su45PW9zbzP,"['cool jazz', 'torch song']"
1927,Mintnite,2dVSvPGXXJBWKlG82Ov2r6,"['bassline', 'old school bassline']"
1928,D4L,4AllEJE7mVkhhyUV6DjqPz,"['atl hip hop', 'crunk', 'dirty south rap', 'old school atlanta hip hop', 'southern hip hop']"
1929,Niamh Regan,5vQdYaBacVe00yHMbpnRVa,['galway indie']
1930,Clodagh Rodgers,22uaaE0bTj1EhPKCk1npDg,['classic uk pop']
1931,The Mahones,1aTLhV7R5gUjrR60ubjz6V,"['canadian celtic', 'canadian punk', 'celtic punk', 'irish punk', 'kingston on indie']"
1932,chuck e. myers 'sea',3LgsL4KAyz5zPUMnDoZjCa,['fantasy']
1933,Sun-Dried Vibes,4W8S4RdrwDIcIaAZ7W6Ahs,"['charlotte nc indie', 'east coast reggae', 'reggae rock']"
1934,Joe,3zTOe1BtyTkwNvYZOxXktX,"['contemporary r&b', 'r&b', 'urban contemporary']"
1935,Candy Caramelo,7sglpL2gXy4jg2NmD4Z3PE,[]
1936,Zomboy,0ycHhPwPvoaO4VGzmMnXGq,"['brostep', 'edm', 'glitch']"
1937,Machine Head,0lVlNsuGaOr9vMHCZIAKMt,"['alternative metal', 'groove metal', 'hard rock', 'industrial metal', 'melodic groove metal', 'metal', 'nu metal', 'progressive groove metal']"
1938,Slash,4Cqia9vrAbm7ANXbJGXsTE,"['hard rock', 'rock']"
